full_address,lon,lat,school_code,district_name,school_name,grade,spg_score,crime_per_c_num,szip_ad,school_type_txt,calendar_only_txt,student_num,class_teach_num,calc_student_teach_ratio,state+ppe,federal_ppe,local_ppe,total_ppe
"810 Bagley Drive, Kernersville, NC, 27284",-80.1289634,36.133569,340366,Forsyth County Schools,East Forsyth Middle School,D,45,0.57,27284,Regular School,Traditional Calendar,702,53,13.24528302,5616.37,1080.06,2335.59,9032.02
"810 Cure Dr, Madison, NC, 27025",-79.9777753,36.3991705,790334,Rockingham County Schools,John W Dillard Elementary,C,67,0.37,27025,Regular School,Traditional Calendar,270,23,11.73913043,6136.93,1036.06,1622.43,8795.42
"810 Hunsucker Drive, Conover, NC, 28613",-81.198371,35.7167429,182322,Newton Conover City Schools,Shuford Elementary,C,65,0,28613,Regular School,Traditional Calendar,515,30,17.16666667,5686.2,1002.96,2417.4,9106.56
"810 Trainer Drive, Fayetteville, NC, 28304",-78.9069875,35.0386325,260308,Cumberland County Schools,Ashley Elementary,C,66,0,28304,Regular School,Traditional Calendar,214,16,13.375,5413.29,1180.42,1671.5,8265.21
"8100 Richlands Hwy, Richlands, NC, 28574",-77.5440289,34.8917066,670340,Onslow County Schools,Richlands High,B,72,0.4,28574,Regular School,Traditional Calendar,997,59,16.89830508,5247.34,697.11,2055.04,7999.49
"8103 Sherrills Ford Road, Sherrills Ford, NC, 28673",-80.9881489,35.6215943,180368,Catawba County Schools,Sherrills Ford Elementary,B,79,0,28673,Regular School,Traditional Calendar,495,28,17.67857143,5512.8,969.77,1844.1,8326.67
"811 Cypress Street, Greensboro, NC, 27405",-79.780809,36.0841568,410325,Guilford County Schools,Aycock Middle,D,48,0.82,27405,Magnet School,Traditional Calendar,611,44,13.88636364,5453.57,1087.81,2785.51,9326.89
"811 Howell St, Greenville, NC, 27834",-77.385629,35.598201,740390,Pitt County Schools,South Greenville Elementary,D,41,0.4,27834,Regular School,Traditional Calendar,497,36,13.80555556,5616.83,1125.24,1932.31,8674.38
"8115 Strickland Rd, Raleigh, NC, 27615",-78.632059,35.892777,920608,Wake County Schools,West Millbrook Middle,C,66,0.87,27615,Regular School,Traditional Calendar,919,56,16.41071429,5349.09,659.07,2528.16,8536.32
"8120 Grier Rd Suite 171-B, Charlotte, NC, 28215",-80.7309555,35.2649726,600334,Charlotte-Mecklenburg Schools,Cato Middle College High,A,95,1.06,28215,Regular School,Traditional Calendar,189,6,31.5,5227.1,942.34,2352.27,8521.71
"813 Nixon St, Wilmington, NC, 28401",-77.940458,34.250692,650409,New Hanover County Schools,D.C. Virgo Preparatory Academy,F,36,0.55,28401,Regular School,Traditional Calendar,183,24,7.625,5458.65,886.16,2834.7,9179.51
"813 Piney Mountain Church Rd, Ellenboro, NC, 28040",-81.769927,35.3437513,810344,Rutherford County Schools,Ellenboro Elementary School,B,70,0,28040,Regular School,Traditional Calendar,594,39,15.23076923,6406.89,1137.45,1703.63,9247.97
"814 Old Pageland-Monroe Rd, Monroe, NC, 28112",-80.4869409,34.9571618,900351,Union County Public Schools,Rock Rest Elementary,B,70,0.32,28112,Regular School,Traditional Calendar,631,65,9.707692308,5200.55,578.12,2335.55,8114.22
"814 Sixth Street, Maysville, NC, 28555",-77.236835,34.9053169,520328,Jones County Schools,Maysville Elementary,B,71,0,28555,Regular School,Traditional Calendar,120,13,9.230769231,9321.89,1863.27,2187.92,13373.08
"815 McGirts Bridge Road, Laurinburg, NC, 28352",-79.4455117,34.7821966,830320,Scotland County Schools,I E Johnson Elementary,D,48,2.21,28352,Regular School,Traditional Calendar,362,30,12.06666667,6787.66,1655.91,1904.09,10347.66
"8176 Hwy 96, Oxford, NC, 27565",-78.732,36.462733,390336,Granville County Schools,Joe Toler-Oak Hill Elementary,C,58,0,27565,Regular School,Traditional Calendar,223,15,14.86666667,6143.62,889.67,2051.93,9085.22
"818 Highway 91, Snow Hill, NC, 28580",-77.6703398,35.4760238,400315,Greene County Schools,Greene Early College High,B,83,1.31,28580,Regular School,Traditional Calendar,153,8,19.125,7438.35,1378.91,1151.06,9968.32
"818 West Lexington Avenue, High Point, NC, 27262",-80.036755,35.977693,410496,Guilford County Schools,Northwood Elementary,D,51,0.33,27262,Magnet School,Traditional Calendar,605,47,12.87234043,5453.57,1087.81,2785.51,9326.89
"819 Governors Road, Windsor, NC, 27983",-77.0136972,36.0344385,80311,Bertie County Schools,Bertie Early College High,A,86,0,27983,Regular School,Traditional Calendar,171,9,19,8324.24,2281.73,1884.09,12490.06
"82 Marion Rd, Lumberton, NC, 28358",-79.0315397,34.6038602,780341,Robeson County Schools,Lumberton Junior High,F,35,0.44,28358,Regular School,Traditional Calendar,456,36,12.66666667,6490.65,1703.87,748.37,8942.89
"82 Penderlea School Rd, Willard, NC, 28478",-78.047146,34.655713,710328,Pender County Schools,Penderlea Elementary,C,65,0,28478,Regular School,Year-Round Calendar,532,33,16.12121212,5654.16,947.06,1916.08,8517.3
"820 Marler Road, Marion, NC, 28752",-82.0604747,35.6209016,590352,McDowell County Schools,West Marion Elementary,C,56,0,28752,Regular School,Traditional Calendar,468,35,13.37142857,6389.11,1512.02,1644.92,9546.05
"8228 Hebron Church Road, Garner, NC, 27529",-78.5786116,35.6507546,920436,Wake County Schools,Garner High,C,67,2.16,27529,Magnet School,Traditional Calendar,2589,157,16.49044586,5349.09,659.07,2528.16,8536.32
"825 Cooper Rd, Raleigh, NC, 27610",-78.5860351,35.7657075,920352,Wake County Schools,Bugg Elementary,F,36,0,27610,Magnet School,Traditional Calendar,535,45,11.88888889,5349.09,659.07,2528.16,8536.32
"825 North Whitted Street, Hendersonville, NC, 28791",-82.473087,35.321892,450335,Henderson County Schools,Hendersonville Middle,B,72,1.01,28791,Regular School,Traditional Calendar,594,42,14.14285714,5652.12,1041.44,1867.73,8561.29
"825 Washington Street, High Point, NC, 27260",-79.9964389,35.9625916,410391,Guilford County Schools,Penn-Griffin Schools,C,63,0.95,27260,Magnet School,Traditional Calendar,633,47,13.46808511,5453.57,1087.81,2785.51,9326.89
"829 Wingina Avenue, Manteo, NC, 27954",-75.6751875,35.9142471,280316,Dare County Schools,Manteo High School,B,81,0.63,27954,Regular School,Traditional Calendar,473,37,12.78378378,5848.88,628.84,4441.8,10919.52
"830 South ML King Blvd, Monroe, NC, 28112",-80.582309,34.970966,900370,Union County Public Schools,Walter Bickett Elementary,D,46,0.14,28112,Regular School,Year-Round Calendar,728,65,11.2,5200.55,578.12,2335.55,8114.22
"8301 Monroe Rd, Charlotte, NC, 28212",-80.745946,35.157393,600398,Charlotte-Mecklenburg Schools,Greenway Park Elementary,D,52,0.35,28212,Regular School,Traditional Calendar,568,35,16.22857143,5227.1,942.34,2352.27,8521.71
"8301 Old Leadmine Rd, Raleigh, NC, 27615",-78.6566729,35.8916118,920470,Wake County Schools,Lead Mine Elementary,C,62,0,27615,Regular School,Traditional Calendar,504,34,14.82352941,5349.09,659.07,2528.16,8536.32
"831 N Gill St, Laurinburg, NC, 28352",-79.455496,34.788669,830336,Scotland County Schools,North Laurinburg Elementary,C,62,2.39,28352,Regular School,Traditional Calendar,251,25,10.04,6787.66,1655.91,1904.09,10347.66
"832 US Hwy 52 N, Wadesboro, NC, 28170",-80.088204,34.989614,40309,Anson County Schools,Anson Middle,D,42,1.62,28170,Regular School,Traditional Calendar,554,33,16.78787879,7459.73,1519.41,1497.22,10476.36
"8325 Hwy 49 N, Mount Pleasant, NC, 28124",-80.4376248,35.4125038,130323,Cabarrus County Schools,Mount Pleasant Middle,C,64,0.16,28124,Regular School,Traditional Calendar,642,43,14.93023256,5218.56,638.81,2168.65,8026.02
"8330 Grier Rd, Charlotte, NC, 28215",-80.7255165,35.2678122,600432,Charlotte-Mecklenburg Schools,Joseph W Grier Academy,C,64,0,28215,Regular School,Traditional Calendar,799,53,15.0754717,5227.1,942.34,2352.27,8521.71
"8335 NC 210 South, Bunnlevel, NC, 28323",-78.8954255,35.2979077,430376,Harnett County Schools,South Harnett Elementary,D,54,0,28323,Regular School,Traditional Calendar,534,28,19.07142857,5730.98,945.13,1423.2,8099.31
"835 Dixon Road, Willow Spring, NC, 27592",-78.594282,35.532579,510334,Johnston County Schools,Dixon Road Elementary,C,66,0,27592,Regular School,Traditional Calendar,560,37,15.13513514,5602.21,791.56,1775.07,8168.84
"838 US 1 North, Rockingham, NC, 28379",-79.715317,34.949545,770348,Richmond County Schools,Richmond Senior High,C,65,0.51,28379,Regular School,Traditional Calendar,1376,80,17.2,6458.78,1413.7,1287.91,9160.39
"839 S Magnolia St, Mooresville, NC, 28115",-80.802897,35.5624663,491320,Mooresville City Schools,South Elementary,B,81,0,28115,Regular School,Traditional Calendar,514,35,14.68571429,5206.48,506.75,2767.31,8480.54
"840 Chase High Rd, Forest City, NC, 28043",-81.8461423,35.2703665,810326,Rutherford County Schools,Chase Middle School,C,56,0,28043,Regular School,Traditional Calendar,621,42,14.78571429,6406.89,1137.45,1703.63,9247.97
"840 Wallridge Drive, Wake Forest, NC, 27587",-78.5150038,36.0036648,920543,Wake County Schools,Richland Creek Elementary,C,65,0.33,27587,Regular School,Traditional Calendar,307,28,10.96428571,5349.09,659.07,2528.16,8536.32
"8401 Wildwood Forest Drive, Raleigh, NC, 27616",-78.551125,35.893523,920618,Wake County Schools,Wildwood Forest Elementary,C,59,0,27616,Regular School,Traditional Calendar,766,56,13.67857143,5349.09,659.07,2528.16,8536.32
"8402 Pride Way, Raleigh, NC, 27613",-78.7187202,35.8876632,920469,Wake County Schools,Leesville Road Elementary,C,68,0.22,27613,Regular School,Year-Round Calendar,894,57,15.68421053,5349.09,659.07,2528.16,8536.32
"8406 Pride Way, Raleigh, NC, 27613",-78.7204323,35.8875947,920471,Wake County Schools,Leesville Road Middle,B,75,0.57,27613,Regular School,Year-Round Calendar,1233,69,17.86956522,5349.09,659.07,2528.16,8536.32
"841 Nash Street, Rocky Mount, NC, 27804",-77.8073027,35.9427436,640335,Nash-Rocky Mount Schools,Rocky Mount Middle,F,32,1.03,27804,Regular School,Traditional Calendar,388,28,13.85714286,5964.99,1270.05,1721.59,8956.63
"841 Smith Road, Maysville, NC, 28555",-77.202623,34.777909,670342,Onslow County Schools,Silverdale Elementary,C,57,0,28555,Regular School,Traditional Calendar,444,28,15.85714286,5247.34,697.11,2055.04,7999.49
"8410 Pride Way, Raleigh, NC, 27613",-78.7204323,35.8875947,920473,Wake County Schools,Leesville Road High,A,86,1.79,27613,Regular School,Traditional Calendar,2340,129,18.13953488,5349.09,659.07,2528.16,8536.32
"8452 North Old Wire Road, Lumber Bridge, NC, 28357",-79.0914502,34.9444543,470441,Hoke County Schools,Sandy Grove Elementary,C,60,0.34,28357,Regular School,Traditional Calendar,582,39,14.92307692,6446.15,1145.84,1062.51,8654.5
"849 North Mial St, Clayton, NC, 27520",-78.4512103,35.6559366,510330,Johnston County Schools,Cooper Elementary,D,46,0.67,27520,Regular School,Traditional Calendar,600,47,12.76595745,5602.21,791.56,1775.07,8168.84
"8492 Hwy 48, Littleton, NC, 27850",-77.7858296,36.3866622,420346,Halifax County Schools,Northwest Halifax High,D,49,1.11,27850,Regular School,Traditional Calendar,452,30,15.06666667,7466.23,2847.1,998.15,11311.48
"85 Bulldog Lane, Taylorsville, NC, 28681",-81.3118329,35.8738473,20330,Alexander County Schools,West Alexander Middle,C,67,0.41,28681,Regular School,Traditional Calendar,484,33,14.66666667,6063.47,923.51,1518.55,8505.53
"85 Morningstar Rd, Canton, NC, 28716",-82.827628,35.512368,440364,Haywood County Schools,Meadowbrook Elementary,C,69,0,28716,Regular School,Year-Round Calendar,295,24,12.29166667,5713.24,1184.68,2459.2,9357.12
"855 Adams St, Henderson, NC, 27536",-78.3874209,36.324593,910356,Vance County Schools,Pinkston Street Elementary,C,66,0,27536,Regular School,Traditional Calendar,274,25,10.96,7018.48,1619.81,1478.33,10116.62
"855 Addington Bridge Road, Franklin, NC, 28734",-83.398665,35.113353,560338,Macon County Schools,South Macon Elementary,B,74,0,28734,Regular School,Traditional Calendar,481,34,14.14705882,6246.36,1118.33,2139.06,9503.75
"855 Old US 421, Lillington, NC, 27546",-78.8373126,35.393255,430358,Harnett County Schools,Lillington-Shawtown Elementary,C,55,0.15,27546,Regular School,Traditional Calendar,654,52,12.57692308,5730.98,945.13,1423.2,8099.31
"8555 North Drive, Mount Pleasant, NC, 28124",-80.4316138,35.4172816,130322,Cabarrus County Schools,Mount Pleasant Elementary,B,70,0.3,28124,Regular School,Traditional Calendar,669,36,18.58333333,5218.56,638.81,2168.65,8026.02
"86 Sunny View School Road, Mill Spring, NC, 28756",-82.1832769,35.3712699,750328,Polk County Schools,Sunny View Elementary School,B,72,0.79,28756,Regular School,Traditional Calendar,127,12,10.58333333,7299,1198.11,3386.91,11884.02
"868 Sand Ridge Road, Hubert, NC, 28539",-77.2013542,34.663508,670341,Onslow County Schools,Sand Ridge Elementary,C,66,0,28539,Regular School,Traditional Calendar,475,32,14.84375,5247.34,697.11,2055.04,7999.49
"87 Palaside Drive NE, Concord, NC, 28025",-80.5964757,35.4318132,130309,Cabarrus County Schools,Beverly Hills Elementary,C,58,0,28025,Regular School,Traditional Calendar,324,24,13.5,5218.56,638.81,2168.65,8026.02
"8701 Kensington Drive, Waxhaw, NC, 28173",-80.7756592,34.9446469,900328,Union County Public Schools,Kensington Elementary,B,84,0,28173,Regular School,Traditional Calendar,737,41,17.97560976,5200.55,578.12,2335.55,8114.22
"873 Northern Dr NW, Conover, NC, 28613",-81.225744,35.730874,182321,Newton Conover City Schools,Newton-Conover Middle,C,58,0,28613,Regular School,Traditional Calendar,638,41,15.56097561,5686.2,1002.96,2417.4,9106.56
"880 Sharon Sch Rd, Statesville, NC, 28677",-81.0428975,35.7294776,490356,Iredell-Statesville Schools,Sharon Elementary,C,66,0.39,28677,Regular School,Traditional Calendar,258,17,15.17647059,5234.47,923.73,1816.63,7974.83
"8801 Eaglewind Dr, Charlotte, NC, 28212",-80.730872,35.173359,600503,Charlotte-Mecklenburg Schools,Piney Grove Elementary,C,60,1.05,28212,Regular School,Traditional Calendar,859,56,15.33928571,5227.1,942.34,2352.27,8521.71
"8806 NC Hwy 87, Reidsville, NC, 27320",-79.744134,36.397277,790398,Rockingham County Schools,Wentworth Elementary,C,65,0.19,27320,Regular School,Traditional Calendar,524,31,16.90322581,6136.93,1036.06,1622.43,8795.42
"8808 Old Stage Rd, Raleigh, NC, 27603",-78.66756,35.654881,920576,Wake County Schools,Vance Elementary,C,64,0,27603,Regular School,Year-Round Calendar,493,35,14.08571429,5349.09,659.07,2528.16,8536.32
"883 Zephyr Rd, Dobson, NC, 27017",-80.7345798,36.3959821,860306,Surry County Schools,Central Middle,C,69,0.67,27017,Regular School,Traditional Calendar,600,40,15,6238.47,1106.27,1496.4,8841.14
"884 US Hwy 441N, Whittier, NC, 28789",-83.3240769,35.4292046,500337,Jackson County Schools,Smokey Mountain Elementary,D,51,0.25,28789,Regular School,Traditional Calendar,396,27,14.66666667,6258.77,1084.6,2178.4,9521.77
"8850 Chapel Hill Road, Cary, NC, 27513",-78.7898167,35.7949153,920520,Wake County Schools,Northwoods Elementary,B,70,0,27513,Regular School,Traditional Calendar,508,37,13.72972973,5349.09,659.07,2528.16,8536.32
"89 School Road, Hallsboro, NC, 28442",-78.591989,34.319595,240356,Columbus County Schools,Hallsboro Middle,C,62,0,28442,Regular School,Traditional Calendar,210,16,13.125,6637.46,1705.1,1156.11,9498.67
"890 Clarks Chapel Road, Weaverville, NC, 28787",-82.557616,35.739801,110380,Buncombe County Schools,North Buncombe High,B,77,1.99,28787,Regular School,Traditional Calendar,1108,65,17.04615385,5669,917.31,2493.43,9079.74
"890 E 11th Street, Winston Salem, NC, 27101",-80.2345087,36.1080634,340488,Forsyth County Schools,J F Kennedy High,D,53,2.52,27101,Magnet School,Traditional Calendar,318,45,7.066666667,5616.37,1080.06,2335.59,9032.02
"890 Old Fayetteville Rd, Chapel Hill, NC, 27516",-79.0993431,35.9272403,681326,Chapel Hill-Carrboro Schools,McDougle Elementary,B,71,0.4,27516,Regular School,Traditional Calendar,502,38,13.21052632,5249.49,535.23,5879.17,11663.89
"8900 Park Rd, Charlotte, NC, 28210",-80.8608985,35.1101144,600535,Charlotte-Mecklenburg Schools,South Mecklenburg High,B,82,1.19,28210,Regular School,Traditional Calendar,2846,161,17.67701863,5227.1,942.34,2352.27,8521.71
"8910 Deep Branch Road, Pembroke, NC, 28372",-79.210827,34.6747561,780368,Robeson County Schools,Pembroke Middle,D,42,0.95,28372,Regular School,Traditional Calendar,634,42,15.0952381,6490.65,1703.87,748.37,8942.89
"8921 Pippin Rd, Zebulon, NC, 27597",-78.3364966,35.8545821,920597,Wake County Schools,Wakelon Elementary,C,60,0.19,27597,Regular School,Traditional Calendar,519,41,12.65853659,5349.09,659.07,2528.16,8536.32
"8925 NC Hwy 86 S, Mebane, NC, 27302",-79.239018,36.328911,170342,Caswell County Schools,South Elementary,C,63,0,27302,Regular School,Traditional Calendar,306,22,13.90909091,7225.77,1235.35,1256.08,9717.2
"8967 Cedar Grove Sch Loop Road, Nashville, NC, 27856",-77.9687033,36.078599,640316,Nash-Rocky Mount Schools,Cedar Grove Elementary,D,53,0.5,27856,Regular School,Traditional Calendar,199,12,16.58333333,5964.99,1270.05,1721.59,8956.63
"897 Page Street, Troy, NC, 27371",-79.8770207,35.3663634,620330,Montgomery County Schools,Page Street Elementary,C,57,0.37,27371,Regular School,Traditional Calendar,273,15,18.2,6723.81,1409.03,1984.2,10117.04
"90 Maple Springs Road, Asheville, NC, 28805",-82.492847,35.589248,110332,Buncombe County Schools,Bell Elementary,C,69,0.36,28805,Regular School,Traditional Calendar,278,22,12.63636364,5669,917.31,2493.43,9079.74
"90 N Main Street, Granite Falls, NC, 28630",-81.437759,35.800081,140336,Caldwell County Schools,Granite Falls Middle,C,66,0.16,28630,Regular School,Traditional Calendar,626,40,15.65,6184.32,971.52,1797.03,8952.87
"900 Holly Springs Road, Holly Springs, NC, 27540",-78.8283585,35.6560793,920449,Wake County Schools,Holly Ridge Elementary,B,82,0,27540,Regular School,Traditional Calendar,897,55,16.30909091,5349.09,659.07,2528.16,8536.32
"900 N Ramseur Street, Kings Mountain, NC, 28086",-81.3410649,35.2547675,230357,Cleveland County Schools,North Elementary,B,80,0,28086,Regular School,Traditional Calendar,281,19,14.78947368,5967.87,1248.84,2035.02,9251.73
"900 Old Fayetteville Rd, Chapel Hill, NC, 27516",-79.0989661,35.9291079,681309,Chapel Hill-Carrboro Schools,McDougle Middle,B,80,0.87,27516,Regular School,Traditional Calendar,693,59,11.74576271,5249.49,535.23,5879.17,11663.89
"900 Rosewood Road, Goldsboro, NC, 27530",-78.0751134,35.4160614,960372,Wayne County Public Schools,Rosewood High,C,69,0.2,27530,Regular School,Traditional Calendar,508,36,14.11111111,6171.58,1200.4,1188.1,8560.08
"9008 Quail Roost Road, Bahama, NC, 27503",-78.8763816,36.1698747,320348,Durham Public Schools,Mangum Elementary,A,86,0,27503,Regular School,Traditional Calendar,323,26,12.42307692,5829.04,1126.43,3601.48,10556.95
"901 College Avenue SW, Lenoir, NC, 28645",-81.539285,35.9127297,140312,Caldwell County Schools,Davenport A+ School,C,63,0,28645,Regular School,Traditional Calendar,505,32,15.78125,6184.32,971.52,1797.03,8952.87
"901 E Beech Street, Goldsboro, NC, 27530",-77.9796393,35.3871738,960335,Wayne County Public Schools,Goldsboro High,D,44,0.74,27530,Regular School,Traditional Calendar,541,38,14.23684211,6171.58,1200.4,1188.1,8560.08
"901 Junior High School Road, Scotland Neck, NC, 27874",-77.425904,36.1268456,420316,Halifax County Schools,Dawson Elementary,D,41,0.44,27874,Regular School,Traditional Calendar,228,13,17.53846154,7466.23,2847.1,998.15,11311.48
